189.999,-3.387451172,-0.2615356445
189.9995,-3.356933594,-0.2639770508
190,-3.295898437,-0.2651977539
190.0005,-3.219604492,-0.2667236328
190.001,-3.128051758,-0.2688598633
190.0015,-3.005981445,-0.2697753906
190.002,-2.883911133,-0.2694702148
190.0025,-2.746582031,-0.2685546875
190.003,-2.60925293,-0.2661132813
190.0035,-2.471923828,-0.2615356445
190.004,-2.349853516,-0.2548217773
190.0045,-2.227783203,-0.2478027344
190.005,-2.105712891,-0.2429199219
190.0055,-1.998901367,-0.2404785156
190.006,-1.892089844,-0.2404785156
190.0065,-1.78527832,-0.241394043
190.007,-1.678466797,-0.2426147461
190.0075,-1.586914062,-0.2426147461
190.008,-1.480102539,-0.2420043945
190.0085,-1.388549805,-0.241394043
190.009,-1.281738281,-0.2407836914
190.0095,-1.190185547,-0.2398681641
190.01,-1.098632812,-0.2389526367
190.0105,-1.022338867,-0.2389526367
190.011,-0.9307861328,-0.2395629883
190.0115,-0.8544921875,-0.2398681641
190.012,-0.7629394531,-0.2395629883
190.0125,-0.6866455078,-0.2389526367
190.013,-0.5950927734,-0.2395629883
190.0135,-0.5187988281,-0.2423095703
190.014,-0.4272460937,-0.2471923828
190.0145,-0.3509521484,-0.2520751953
190.015,-0.2746582031,-0.2548217773
190.0155,-0.1983642578,-0.2557373047
190.016,-0.1373291016,-0.2557373047
190.0165,-0.06103515625,-0.2548217773
190.017,0,-0.2532958984
190.0175,0.07629394531,-0.251159668
190.018,0.1373291016,-0.2490234375
190.0185,0.2136230469,-0.2465820313
190.019,0.2746582031,-0.2438354492
190.0195,0.3509521484,-0.2395629883
190.02,0.4119873047,-0.234375
190.0205,0.4577636719,-0.2288818359
190.021,0.5187988281,-0.2249145508
190.0215,0.5645751953,-0.2239990234
190.022,0.6103515625,-0.2249145508
190.0225,0.6561279297,-0.2261352539
190.023,0.7019042969,-0.2282714844
190.0235,0.7476806641,-0.231628418
190.024,0.7934570312,-0.2355957031
190.0245,0.8544921875,-0.2386474609
190.025,0.9155273437,-0.2392578125
190.0255,0.9918212891,-0.237121582
190.026,1.068115234,-0.2334594727
190.0265,1.14440918,-0.2307128906
190.027,1.220703125,-0.2304077148
190.0275,1.29699707,-0.2328491211
190.028,1.388549805,-0.2374267578
190.0285,1.449584961,-0.2420043945
190.029,1.525878906,-0.2456665039
190.0295,1.586914062,-0.2484130859
190.03,1.647949219,-0.2502441406
190.0305,1.678466797,-0.251159668
190.031,1.724243164,-0.251159668
190.0315,1.739501953,-0.2508544922
190.032,1.754760742,-0.2514648438
190.0325,1.754760742,-0.2526855469
